runtime,size_mb,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_mean_ms,latency_n_calls
sklearn,0.125,0.8596854986535618,1.2052785510604735,1.321283130273514,0.9021658469537215,1000
onnx,0.089,0.06701799793518148,0.09371509859192884,0.11359521940903504,0.07020344200645923,1000
